162,10,55,5,3,0,0,0,0,0,0,1,0,0,0,0
8,270,14,0,0,0,0,0,0,0,0,0,0,0,0,0
38,6,171,1,0,0,0,0,0,0,0,0,0,0,0,0
5,1,2,207,57,0,0,3,0,0,1,0,0,0,0,0
5,1,2,71,142,3,0,0,0,0,2,2,0,0,0,0
0,1,0,1,7,232,2,0,0,1,0,0,0,0,0,0
0,0,0,0,0,1,239,0,0,0,0,0,0,0,0,0
0,0,0,1,2,0,0,214,0,0,31,12,0,0,0,0
0,0,0,0,0,0,0,0,206,14,0,9,1,2,0,0
0,0,0,0,0,0,0,11,64,194,0,4,2,1,0,0
0,0,0,1,1,0,0,14,0,2,205,39,5,0,0,1
0,0,0,0,0,0,0,2,0,4,55,179,22,2,0,0
0,0,0,0,0,0,0,0,3,10,2,20,198,3,0,0
0,0,0,0,0,0,0,0,3,4,0,0,2,215,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,3
0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,285
