274,1,21,0,8,0,0,0,2,1,0,1
6,264,7,28,0,1,0,1,0,0,0,0
49,6,191,5,25,18,0,8,5,0,0,0
2,37,4,239,4,15,3,0,2,0,0,0
8,0,20,0,231,12,0,29,3,1,0,0
5,0,24,11,17,202,7,23,11,1,1,0
2,3,1,5,0,13,259,0,24,0,0,0
0,1,8,1,16,20,0,233,3,15,3,3
1,1,5,2,1,23,21,14,215,1,7,15
0,0,3,0,2,1,0,10,0,289,1,0
0,0,0,0,0,1,0,8,7,6,254,33
0,0,1,0,0,0,0,1,5,2,64,230
