68,8,24,0,21,1,6,0
0,81,1,32,0,8,0,6
36,6,51,1,20,1,13,0
0,23,0,90,0,3,0,12
19,3,8,0,67,9,22,0
0,14,1,3,0,89,2,19
10,3,11,0,47,8,49,0
0,3,0,12,0,25,1,87
