493,7,0,0,0,0,0,0,0,0,0,0,0
3,473,24,0,0,0,0,0,0,0,0,0,0
0,6,456,37,1,0,0,0,0,0,0,0,0
0,0,35,417,47,1,0,0,0,0,0,0,0
0,0,0,34,405,51,10,0,0,0,0,0,0
0,0,1,3,106,315,73,2,0,0,0,0,0
0,0,0,0,8,75,345,70,2,0,0,0,0
0,0,0,0,0,7,73,330,82,8,0,0,0
0,0,0,0,0,1,3,67,369,54,6,0,0
0,0,0,0,0,0,3,9,74,319,94,1,0
0,0,0,0,0,0,0,2,4,30,416,48,0
0,0,0,0,0,0,1,0,1,3,35,442,18
0,0,0,0,0,0,0,0,0,3,2,27,468
