52.1,23.8,8.1,1.9,1.2,0,2.6,7.9,1.7,0.7
14.5,39,22.4,7.4,7.9,0.5,0.7,2.1,2.1,3.3
6,20.2,54.8,8.8,3.8,0.2,1.7,2.4,0.5,1.7
2.4,0.2,3.3,69.5,23.3,0,0,0,0.2,1
1.4,1.7,2.9,21,64,0.2,0.2,1.4,4.8,2.4
0,0,0.7,0,0.2,66.7,29.5,1.2,0.7,1
0.2,0.5,0.5,0,0,50,41.9,3.3,1.7,1.9
1,2.4,1.9,0,0,11.2,9.5,66,4,4
0.2,0,0.7,1,0.7,4.3,11.2,4.8,62.6,14.3
0,0.2,1.2,10.2,4.5,1.7,6.9,1.7,16.2,57.4
