586,174,40,12,4,2,0,0
398,252,108,44,12,0,2,0
182,318,200,82,24,8,0,0
42,178,256,208,76,32,12,2
8,88,170,222,184,80,38,4
8,28,72,174,240,172,92,20
0,4,22,104,168,270,170,52
0,4,10,42,104,254,240,150
